text,labels
"In CIT v. Dr. Rameshwarlal Pahwa (123 ITR 681) (Del), at page 690, Hon'ble Justice S. Ranganathan (as His Lordship then was) has observed that ""it is well settled that where income falls in a particular head its computation has also to be made under the same head"". 

9.","['O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'O', 'O', 'O', 'B_JUDGE', 'I_JUDGE', 'I_JUDGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The defence of appellant Yadav was that he was not, in any way, connected with appellant Tripathi and has been falsely implicated in this case by interested persons.","['O', 'O', 'O', 'O', 'B_PETITIONER', 'I_PETITIONER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PETITIONER', 'I_PETITIONER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"As per record, arguments on application under Order 39 Rule 1 and 2 CPC was heard on 20-12-2012 and the case was adjourned for passing order on this application for 15-1-2013.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'B_DATE', 'I_DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE']"
"However, because Iridium services will generally be priced higher than terrestrial land line and wireless services where they are available, and will offer more limited service quality and signal penetration than mature cellular and paging systems, the company's strategy is not based upon direct competition with such terrestrial systems.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In United India Insurance Co. Ltd. v. Rajendra Singh this Court observed that ""Fraud and justice never dwell together"" (fraus et jus nunquam cohabitant) and it is a pristine maxim which has never lost its temper over all these centuries.","['O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The Director in turn forwarded all these to the State Government on 17-7-2009, and the State Government finally issued the Section 6 declaration on 10-8-2009.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_DATE']"
"She could not get the gradation certificate countersigned by the Director of Sports, Punjab, and so she was not considered for admission under reserved category for sports personnel.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"On receiving such complaint at Police Station Suatala, an offence under Sections 394 and 342 of I.P.C. was registered against Ambika Prasad, his son Abhishek Dubey and other unidentified persons at about 3.45 PM.","['O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In Regina v. Preston Supplementary, [1975] 1 WLR p. 624 at p. 631, it had been held that the Act should be administered with as little technicality as possible.","['O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The writ petitioners have challenged the order of the Director of Consolidation of Holdings Punjab passed under Section 42 of the East Punjab Holding (Consolidation and Prevention of Fragmentation) Act. 1948 (for short, hereinafter referred to as the Act) in this petition.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
It is not disputed on behalf of the accused that the bus in question was involved in the incident.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Applications pending under the Compassionate Appointment Scheme as on the date on which this new Scheme is approved by the Executive DINESH KUMAR Committee of the Central Board will be dealt with in 2015.07.06 11:08,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE']"
Doctor also denied the suggestion that it could be torn only Crl.(A) No. 5 of 2000 & connected matters Page No.36 of 56 when injury is received during play.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Both were seen carrying blue and green-red check coloured airbags each on their right shoulders.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"To sum up, the basis of every levy is the controlling factor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"He had joined the Commission as Technical Assistant, Grade I, on 8-8-1975.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE']"
"In the present case, the notices were issued to about 70 persons on the documents seized from the Bhatia Group.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG']"
"The accused, his wife and their son aged about 11 years and also deceased Neelakandan Nambudri and his wife Subhadra Devi (P.W.4) were residing in the same house 'illathumadom'.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'B_WITNESS', 'I_WITNESS', 'I_WITNESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
It stated that the Delhi High Court's decision was dated 17th March 1980 and the Special Leave Petition filed against the said order was rejected by the Supreme Court on 16-4-1981.,"['O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'B_DATE']"
"Appeals by Special leave from the Judgment and order dated the 18th January and 18 January, 1984 of the Punjab and Haryana High Court in Civil Writ Nos. 33OO of 1981 aud 4757 of 1982. 

 H.K. Puri, M.P. Jha and Sanjeev Walia for the Appellants. 

 S.K Bagga for the Respondent. 

 L.N. Sinha, A.K Panda and Ashwani Kumar for the Respon.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O']"
Suit No. 544/11 Page 18 of 18 pages,"['B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O']"
"The Supreme Court then further observed as follows (page 427) : 
 ""The word 'manufacture' said Abbott, C.J., in R. v. Wheeler, (1819) 2B & Ald. 345 (349), cited in Stroud's Judicial Dictionary (3rd ed.) Vol. 3, p. 1734.","['O', 'B_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_JUDGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"(4) That inasmuch as Messrs Goverdhandas could not supply the apparatus as per the specifications the order was cancelled on April 24, 1965 by letter Ext. P-17.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'O', 'O', 'O']"
"If a person, under colour of exercising (1) [1956] A.C. 736. 

the statutory power, acts from some improper or ulterior motive, he acts in bad faith.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Once a document has been admitted, Sections 91 & 92 of the Evidence Act come into play and any oral evidence to prove to the contrary cannot be accepted.","['O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Such phraseologies are more in the nature of ""flourishes of language"" to emphasise the reluctance of an appellate court to interfere with acquittal than to curtail the power of the court to review the evidence and to come to its own conclusion.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"P.W.7 is one Sukesan, who, according to the plaintiff and his crew members, had occasion to save the members of the crew of the ill-fated vessel.","['O', 'O', 'O', 'B_WITNESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
(Alok Aradhe) Judge RK 17.12.2014 Lawyers are abstaining from appearing in the Court today on account of call given by Madhya Pradesh High Court Bar Association.,"['B_JUDGE', 'I_JUDGE', 'O', 'O', 'B_DATE', 'I_DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG']"
"Sheo  Mahadeo Prasad v. Deva Sharan, A. I. R.  (1955  Patana Si, disapproved.","['B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O']"
"Suresh Kumar PW13 is the brother- in -law of Hushan Lal, father of the child.","['B_WITNESS', 'I_WITNESS', 'I_WITNESS', 'O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O']"
"The Supreme Court further observed :
 ""Administrative decisions in exercise of powers even if conferred in subjective terms are to be made in good faith on relevant consideration.","['O', 'B_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Accordingly, IA No.12854/2015 is hereby disposed off with a direction that it is allowed for the appellants No.2 to 4 relating to offence under Section 325 of IPC and in the result the appellants No.2 to 4 shall be acquitted from the charge of Section 325 of IPC in the light of the compromise, whereas the application of compromise is not accepted for the applicant No.1 Ashok.","['O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PETITIONER']"
"For deciding this question, it is relevant to appreciate the testimony of the prosecutrix and other witnesses with the relevant record. 
 15.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The Ltatdguaghev.efnb1oyet:1 in Section 19(1) of the Karnataka Civii Courts Aet_ 'statihg""e:'V_.tt{en the a1t1ount or vaiue of the subject matter of ""._tZ.h€ o:'i.gt'h;9.1 suit or proceeding does not exceed Rupees Ten appeai shat} tie to the District Cotm', Clearly denotes that h ités the value of the subject matter at the origins} preeeectirzg that determines the appeliate fomm.","['O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The Arbitrators set out several reasons in paragraph 7 of the original award in support of their view that section 56 of Indian Contract Act was not attracted in the instant case.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O']"
"It has been argued on behalf of the appellant before us that when he accepted to conduct the course for four days in the A.P. Productivity Council for the benefit of the employees of the Girijan Co-operative Corporation, he was engaged in occasional work of a scientific or cultural character.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
It is precisely on the ground that they are not presently working with the respondents on any of the posts mentioned in the amended rules.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The matter came up for consideration in a different way before the Supreme Court in State of Punjab v. Gian Chand, 1985 E.C.R. 2222 (decided on April 2, 1968).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'B_DATE', 'I_DATE', 'I_DATE']"
"It is true that Article 265 of the Constitution directs that no tax shall be levied or collected except by authority of law, but the Constitution does not make it obligatory that the procedural provisions for assessment, which depend upon the nature of the tax imposed by the statute, must be detailed.","['O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In our opinion, further the husband (appellant) was not bound to accede to the request of the wife to give up his residence at Bankhedi where he was residing with his parents and to accompany the respondent to the place where she had taken up the service.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Further the said document has been verified by the jurisdictional revenue department of the Bangalore Mahanagara Palike who have issued Khata Certificate in the name of the second defendant and have collected the property taxes and revenue.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Among those cases, the Deceased was convicted on 03.06.1997 in a case relating to Section 3 and Section 5 of the TADA Act.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE']"
"This, on the face of it, appears to be extravagant.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Accused used to pressurise Dataram (PW 8) father of the deceased for summoning the deceased at Porsa and threatened him with dire consequences in the event of non fulfillment of his demand.,"['O', 'O', 'O', 'O', 'B_WITNESS', 'I_WITNESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In Bhajju @ Karan Singh v. State of Madhya Pradesh it was held that when the witness turned hostile after making statement under Section 164 CrPC, ""the court will always have to take a very cautious decision while referring to the statements of such witnesses who turn hostile or go back from their earlier statements recorded, particularly, under Section 164 of the CrPC.","['O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'B_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE']"
"On 04.05.89, Jagtar Singh, approached the accused, with a copy of the resolution dated 28.03.89, at his office, situated at Focal Point, Ghallu.","['O', 'B_DATE', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE']"
The Apex Court held that the omission to file an affidavit neither rendered petition invalid nor did it affect the  assumption of jurisdiction by the Chairman to initiate proceedings to determine the question of disqualification of the members of the House.,"['O', 'B_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Indian Corporate Loan Securitization Trust 2008 - Series LVI,
                             
 8. Indian Corporate Loan Securitization Trust 2008 - Series LX and  9. Indian Commercial Loan Trust Series VIII 2008;
 4.","['B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O']"
The power to legislate in respect of treaties lies with the Parliament under Entires 10 and 14 of List I of the Seventh Schedule.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION']"
THE UTTAR PRADESH ABSORPTION OF RETRENCHED EMPLOYEES OF GOVERNMENT OR PUBLIC CORPORATIONS IN GOVERNMENT SERVICE RULES.,"['O', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE']"
"Dalim Kumar Sain, the first plaintiff and the only witness of the plaintiffs, was examined in full on April 21, 22 and 23, 1965.","['B_PETITIONER', 'I_PETITIONER', 'I_PETITIONER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'I_DATE', 'I_DATE']"
"In the case of Khudiram Kundu v. Surendra Mohan, reported in AIR 1934 Cal 666, his Lordship S. K. Ghose, J., at p. 667 of the report observes :-- 
 ""This provision (Section 93 of the Bengal Village Self-Government Act (1919)) however does not affect the powers of the High Court as derived from Section 115, Civil P. C. and Section 107, Government of India Act. 1919.""","['O', 'O', 'O', 'O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'B_JUDGE', 'I_JUDGE', 'I_JUDGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'B_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE']"
They further came to know that Mohd. Shahid Khan belonged to Jharkhand and Mohd. Irshad Alam belonged to Bihar and both of them would be leaving by train that evening.,"['O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'B_GPE', 'I_GPE', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Sri Venugopal cites the example of Tamil Nadu where, according to him, before every general election a few communities are added to the list of backward classes, only with a view to winning them over to the ruling party.","['O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
